Source,Text,Class
kubernetes,is there a way to get a configmap as a file vs a volume ?,NL
kubernetes,@nux - Should be in bytes,NL
kubernetes,"following https://kubernetes.io/docs/tutorials/stateless-application/guestbook/, got Error from server (BadRequest): error when creating redis-master-deployment.yaml: Deployment in version v1beta2 cannot be handled as a Deployment: no kind Deployment is registered for version apps/v1beta2 when applied master deployment file",NL_LOG
kubernetes,it is just helm/kube/mirror and a large pile of bash right now,NL
kubernetes,https://rook.io/,CODE
kubernetes,as in,NL
kubernetes,cool! it is now clear to me! thank you! @roffe,NL
kubernetes,"these are for tcp socket type connections, my first attempt at using an ingress didn't seem to work.",NL
kubernetes,done,NL
kubernetes,Thanks!,NL
kubernetes,kubernetes enable PROXY protocol loadbalancer,CODE
kubernetes,kubectl get svc --all-namespaces,CODE
kubernetes,No resources found.,NL
kubernetes,"Gah, I can't type this well. will take a few attempts. So the idea is to get a test case going without revealing what roles have privileges. So I have my restricted and permissive clusterroles, I want the local user to be able to essentially try this: https://github.com/kubernetes/examples/blob/master/staging/podsecuritypolicy/rbac/README.md but with the assumption they are namespace-locked and the only options they have are rolebindings to clusterroles.",NL_CODE
kubernetes,"@liggitt Btw, can't a user with 'admin' elevate his permissions to 'cluster-admin' (for that namespace) since they can update rolebindings?",NL
kubernetes,Does anybody have experience connecting to JMX on AWS/Kuberntes pod?,NL
kubernetes,name: jenkins-home-pvc,CODE
kubernetes,"I'm not entirely sure, It took me forever to understand sidecar-ing nginx&php containers into one pod and now I've found that it's probably not the best way to do it haha",NL
kubernetes,@mettjus i've done it,NL
kubernetes,"hello, how can I add contraints to not have 2 pod of the same deployment running on the same node?",NL
kubernetes,"Is there any way to perform a rescheduling command? I mean I have a deployment created before, but I did something witch changes my cluster(or federation) status(e.g: add a new node in a cluster, add a new cluster in a federation, adding a new label in a cluster, etc...) Is there a way to perform a rescheduling considering the new cluster/federation configuration?",NL
kubernetes,How has everyone deployed prometheus & grafana? Helm chart ? Custom deployment?,NL
kubernetes,"Hey everyone, does anyone have any info on when the RPM 1.8.2 packages are being released, I see the DEB ones are already available but not the RPMs? Thanks!",NL
kubernetes,what is status of kube-apiserver,NL
kubernetes,yeah root usually requires special permissions and isn't something that is recommended for security concerns unless absolutely needed,NL
kubernetes,cluster: hapi,CODE
kubernetes,Man @hubt you sure help a lot,NL
kubernetes,checked the Namespace and I'm in the right one and it's deployed in the right one,NL
kubernetes,"I think it'd still be a pod. It would presumably need a service for you to connect to. I've launched the helm chart for it before now, but personally didn't find much use for it at the time.",NL
kubernetes,we tried doing this - http://backreference.org/2010/06/11/iptables-debugging/ but its not working for us to try and show the rewriting,NL_CODE
kubernetes,"I'm setting up Heapster on a cluster, and it seems that Heapster can only monitor the node on which the pod is currently running. I keep getting the following errors",NL
kubernetes,"@roffe, woow! that sounds amazing, good job there! I definitely will take a look at this! As you said it is out of scope, So in a nutshell what I understood is",NL
kubernetes,NAME READY STATUS RESTARTS AGE,CODE
kubernetes,@roffe I see!,NL
kubernetes,so in k8s terms they are host volumes,NL
kubernetes,Min replicas: 2,CODE
kubernetes,https://github.com/microwavecausesaids/kubernetes_the_hard_way_ansible_version/blob/master/roles/master/tasks/main.yml,CODE
kubernetes,@amulholland it would be too easy to predict things getting stolen wouldn't it,NL
kubernetes,[+]ping ok\n[+]etcd ok\n[+]poststarthook/generic-apiserver-start-informers ok\n[+]poststarthook/start-apiextensions-informers ok\n[+]poststarthook/start-apiextensions-controllers ok\n[-]poststarthook/bootstrap-controller failed: reason withheld\n[-]poststarthook/ca-registration failed: reason withheld\n[+]poststarthook/start-kube-apiserver-informers ok\n[+]poststarthook/start-kube-aggregator-informers ok\n[+]poststarthook/apiservice-registration-controller ok\n[+]poststarthook/apiservice-status-available-controller ok\n[+]poststarthook/apiservice-openapi-controller ok\n[+]poststarthook/kube-apiserver-autoregistration ok\n[-]autoregister-completion failed: reason withheld\nhealthz check failed\n [[kube-probe/1.8] 127.0.0.1:53240],LOG
kubernetes,where is your ES cluster running?,NL
kubernetes,Both are not for application level monitoring i think. Seems i need to include it on dockerfile,NL
kubernetes,https://github.com/kubernetes/kubernetes/tree/master/pkg/proxy/ipvs,CODE
kubernetes,kubectl create secret tls savvisave-com-tls-secret --key domain.com.key --cert digicert-sha2.pem,CODE
kubernetes,dose anyone know how to use IPVS in k8s 1.8?,NL
kubernetes,annotations:,CODE
kubernetes,"@3molo Still Same Sir Oct 27 00:51:20 kuber-poc-app1 kubelet: W1027 00:51:20.548619 16317 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:51:20 kuber-poc-app1 kubelet: W1027 00:51:20.550079 16317 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:51:20 kuber-poc-app1 kubelet: W1027 00:51:20.568281 16317 cni.go:196] Unable to update cni config: No networks found in /etc/cni/net.d Oct 27 00:51:20 kuber-poc-app1 kubelet: I1027 00:51:20.568306 16317 docker_service.go:207] Docker cri networking managed by cni Oct 27 00:51:20 kuber-poc-app1 kubelet: error: failed to run Kubelet: failed to create kubelet: misconfiguration: kubelet cgroup driver: systemd is different from docker cgroup driver: cgroupfs Oct 27 00:51:20 kuber-poc-app1 systemd[1]: kubelet.service: main process exited, code=exited, status=1/FAILURE Oct 27 00:51:20 kuber-poc-app1 systemd[1]: Unit kubelet.service entered failed state. Oct 27 00:51:20 kuber-poc-app1 systemd[1]: kubelet.service failed.",NL_LOG
kubernetes,@smerrill I'm trying to choose a proper overlay for bare metal - all of my vms are on 192.168.13.0/24,NL_CODE
kubernetes,you can't update them,NL
kubernetes,right force pull the base image.,NL
kubernetes,Anyone,NL
kubernetes,"Yeah thats one of the problems I have with the bot, if a node goes down the bot can't report a status, once it comes back up and the pods either crash or get rescheduled then it'll alert.",NL
kubernetes,jobs aren't evergreen right? Once jobs complete. they complete until you execute the job again if I am not mistaken.,NL
kubernetes,@swapnil.deshpande I'm personally considering migrating away from Stackdriver Logging to ELK,NL
kubernetes,thanks @tamal,NL
kubernetes,"installing the environment takes about 5m, but that's mostly related to boot time for zookeeper, message queue and stuff like that",NL
kubernetes,or export the yaml file.. and then delete it..,NL
kubernetes,and sh is not in the container..,NL
kubernetes,ingress.kubernetes.io/secure-backends: true,CODE
kubernetes,still getting this: https://goo.gl/Mc1tg4,NL_CODE
kubernetes,Could someone explain why this command is failing?,NL
kubernetes,You'll need to edit net-conf.json to read Type: host-gw,NL
kubernetes,there's no magic. it isn't designed for that,NL
kubernetes,"K. I would have liked to know, but :x",NL
kubernetes,why did it go to 30 only to go back to 15,NL
kubernetes,a rebalance would do just that,NL
kubernetes,how do you guys configure your php/nginx workers?,NL
kubernetes,Good luck on your journey! and looks like you're on the right track,NL
kubernetes,LOL,NL
kubernetes,#NAME?,CODE
kubernetes,PLEG: pod frameloss-empty-59549d5d8-8mvjf/default failed reinspection: rpc error: code = Unknown desc = Error response from daemon: open /var/lib/docker/overlay/7871d8b75de341fbfcdea6f04f7950164259026420b1b8d454a02fabb991f26a/lower-id: no such file or directory,LOG
kubernetes,if u're not interest in the at most part use the nodeselector strategy with a normal deployment,NL
kubernetes,daemonset,CODE
kubernetes,kubectl describe svc shows the container ip endpoint that w can use by itself just fine,NL
kubernetes,Didn't work,NL
kubernetes,good to know. thanks for the info.,NL
kubernetes,you can try both.. but first fix the mountvolume..,NL
kubernetes,"@spotter check endpoints, id vips are corresponding to correct endpoints",NL
kubernetes,I'm using the following: volumeClaimTemplates: - metadata: name: storage spec: storageClassName: gp2 accessModes: [ReadWriteOnce] resources: requests: storage: 5Gi,NL_CODE
kubernetes,Hi! Any clue on why the second rule gets translated with this two rewrites:,NL
kubernetes,ReadOnly: false,CODE
kubernetes,Oct 26 16:42:19 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.741924 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54058: remote error: tls: bad certificate,LOG
kubernetes,Sweet! Jenkins has been my archnemesis too long not to look at some alternatives when I'm migrating our entire infrastructure,NL
kubernetes,$ kubectl logs kube-dns-7797cb8758-cx2rs -n kube-system sidecar,CODE
kubernetes,I'm the only DevOps guy and only Kubernetes person at the company sadly.,NL
kubernetes,In case the clusters cant see to each other,NL
kubernetes,https://kubernetes.io/docs/admin/authorization/rbac/#service-account-permissions discusses adding permissions to service accounts,NL_CODE
kubernetes,"Hi, i want to set up kubernetes in windows environment, can anyone suggest how to do it , or any docs..",NL
kubernetes,"don't care if node fails really, another node takes over",NL
kubernetes,helm install --name kube-prometheus --namespace=monitoring helm/kube-prometheus,CODE
kubernetes,"To perform what I want, I need to have a modified volume with the folder I want. Also with admin permission, not root",NL
kubernetes,kubectl config set-cluster,CODE
kubernetes,@U7LULHTJL I think it's expecting another space before the -,NL
kubernetes,ERROR: logging before flag.Parse: W1026 21:48:02.659314 1 server.go:64] Error getting metrics from dnsmasq: read udp 127.0.0.1:33879->127.0.0.1:53: read: connection refused,LOG
kubernetes,before,NL
kubernetes,you will be able to forward thru the port to an internal pod exposed in 8086,NL
kubernetes,I was following some various howtos on the net and in the documentation and I had this around phantom from previous attempts.. it appears when I reintroduce this variable it fails to make the update to the correct ip addresses,NL
kubernetes,hei peeps. I'm trying to understand kubernetes by following the kubernetes the hard way guide.,NL
kubernetes,ahaha weird,NL
kubernetes,for get the Corporate Cloud,NL
kubernetes,"Hi, can anyone please confirm if this documentation is still current for k8s v1.8.x https://kubernetes.io/docs/getting-started-guides/scratch/ Thanks",NL_CODE
kubernetes,any service specific?....i am making deployment from same way...bot on pod,NL
kubernetes,"Have asked in other channels but just incase people arn't in them, I'm not sure if possible, but whats the process of setting a key pair on AWS as the --ssh-public-key. I'm using kops.",NL
kubernetes,"Hi! We have an issue that a container stops responding on network (mostly http) requests with an connection reset by peer, show on traefik logs. If I try that request inside container it works perfect, but not from another container or from any node. I've reviewed base node image with up-to-date network/provider drivers (aws with ixgbevf and ena), updated cluster (up to 1.7.5, same stable version from kops) and traefik up-to-date (as loadb level7). The metrics shows a flat chart on cpu and mem while they do not respond. Killing the unresponsive pod obviously makes it work again. Any thoughts? Thanks.",NL
